return_1d_past,return_2d_past,return_3d_past,return_4d_past,return_5d_past,return_6d_past,return_7d_past,return_10d_past,return_20d_past,return_30d_past,return_120d_past,return_480d_past,KAMA_10,SMA_20,HLC3,TEMA_20,EMA_20,HMA_20,FWMA_10,ATR_14,BBL_20,OBV,PVT,gold_return,sample_index
-0.048727926,0.015453658,-0.026326027,0.004697469,-0.005206526,-0.010591643,-0.024891078,0.030061936,-0.02514001,-0.007846919,-0.0117453765,-0.03859919,0.03665044,0.004111494,0.015259494,-0.0015358255,0.014814553,-0.013418613,0.01240503,-0.032354724,-0.01824642,0.028816022,0.024242593,0.056700554,61
-0.045450713,0.011466588,-0.024634073,-0.00486563,-0.013362894,0.0030528558,-0.051277556,0.039230425,-0.02060756,-0.08038779,-0.014422595,-0.03403738,0.14911339,0.012076893,0.01549295,-0.0018155066,0.017700698,-0.016161516,0.02282839,0.03895663,-0.0093192095,0.040137332,0.030325238,0.03755465,62
0.053466745,-0.025648898,-0.055397343,0.024517873,-0.011489919,0.0045708236,-0.028244728,0.044285607,-0.0043051518,-0.07596467,-0.016040491,-0.0361011,0.15792973,0.006365985,0.012366563,-0.005250681,0.016732173,0.011711392,0.024146691,0.024002682,-0.0129657155,0.02010284,0.029741399,0.00981786,63
0.022890652,0.0046104863,0.0070896493,0.030378185,0.009729304,0.015681725,0.014814874,0.034366027,0.013656605,0.0035617582,-0.0082332175,-0.036566615,0.18358476,0.01012362,0.018741628,0.0053060814,0.015491492,0.008704899,0.025901105,0.07097094,-0.016155643,0.028267434,0.03311816,0.023938285,64
0.08634832,-0.015030788,0.027374644,0.010598329,0.012777248,-0.0019914354,-0.003452708,0.07357379,-0.00702253,0.032342263,-0.0061340914,-0.0127805285,0.16748497,0.009391418,0.015841966,0.008528282,0.013792579,0.01180653,0.013769304,0.07246207,-0.016927084,0.044166125,0.04214793,0.04364276,65
-0.16111648,0.006133435,-0.039516125,-0.044395555,0.008547841,0.026517723,0.023125015,0.0438093,-0.03099145,0.01634019,-0.028296847,-0.034725677,0.039626367,0.0063897558,0.01060295,-0.0012258613,0.011562056,-0.0072649224,0.009819922,0.047603466,-0.037818484,0.036624286,0.03979536,-0.01954506,66
0.0047715874,-0.0034115706,-0.027749296,-0.0182465,0.018236361,0.039876245,0.03663843,0.06492097,-0.020482775,0.067752145,-0.01793952,-0.022468021,0.049422495,0.011172961,0.010770097,-0.0016057076,0.014156824,-0.006610321,0.012243624,0.10839106,-0.025078662,0.046509545,0.051962465,0.045983452,67
-0.12274961,0.0033589546,-0.026526725,-0.017618582,-0.0066690096,0.09599817,0.07404196,0.033225548,-0.017046874,0.01755327,-0.034280825,-0.033029564,0.034941595,-0.0035003815,0.0060662827,-0.0047851615,0.013514177,-0.015379356,0.011347343,-0.04995767,-0.040856738,0.03336967,0.041448552,0.051029112,68
-0.025589928,-0.015573896,-0.0029606167,-0.055373862,-0.01568457,0.068478085,0.011752781,-0.026750488,0.015235566,0.05036417,-0.044724945,-0.037007816,0.017438184,-0.006802295,0.0012364113,-0.010367024,0.00988434,-0.01919919,0.007041194,-0.07551095,-0.055503156,0.020918366,0.03611795,0.009690024,69
-0.059630595,-0.042301375,-0.010940473,-0.030575797,-0.011189165,0.044361457,0.052680973,-0.048069943,-0.04221661,-0.0035549898,-0.049438644,-0.13326111,0.020858465,-0.0026594456,-0.002206034,-0.004343101,0.013278662,-0.018351573,0.008409287,-0.075879164,-0.06380584,0.018004512,0.043087363,-0.051312856,70
